internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
87543416,Lejeunea mandonii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,Lejeunea,mandonii,,,,,(Stephani) Müll. Frib.,""
87467838,Thamnobryum maderense,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,NECKERACEAE,Thamnobryum,maderense,,,,,(Kindb.) Hedenäs,"The taxonomic status of this species is not clear since some authors doubt that it is a valid species (Stech et al. 2001, Frahm and Sabovljevic 2006, Olsson et al. 2009)."
87544340,Radula carringtonii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,RADULACEAE,Radula,carringtonii,,,,,J.B. Jack,""
87544353,Radula holtii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,RADULACEAE,Radula,holtii,,,,,Spruce,""
84329423,Bruchia vogesiaca,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,BRUCHIACEAE,Bruchia,vogesiaca,,,,,Schwägr.,""
83663347,Bryum valparaisense,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,valparaisense,,,,,Thér.,"Bryum valparaisense was recorded for the first time in the Canary Islands by Crundwell et al. (1978) and in Portugal as B. pyriferum (Townsend 1994), based on the reddish stems and somewhat yellow to darker brown tubers. The tubers are illustrated in Crundwell et al. (1978), as well as from South American material by Arts et al. (1995). According Spence (2007) the species is included in the genus Gemmabryum."
87492490,Cephaloziella calyculata,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIELLACEAE,Cephaloziella,calyculata,,,,,(Durieu &amp; Mont.) Müll. Frib.,""
87492600,Cephaloziella dentata,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIELLACEAE,Cephaloziella,dentata,,,,,(Raddi) Steph,""
86484850,Dendrocryphaea lamyana,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,CRYPHAEACEAE,Dendrocryphaea,lamyana,,,,,(Mont.) P.C.Rao,"This species may be considered similar to Cryphaea heteromalla. The easiest distinction to use is that D. lamyana has shortly acute or shortly acuminate to obtuse leaves with plane margins whereas Cryphaea heteromalla has acuminate leaves with a longer and more attenuate apex, with the leaf margins narrowly recurved below. These differences are apparent with a x10 hand-lens, but considerable care is needed because C. heteromalla may have its leaf apices abraded or broken off and thoroughly dry D. lamyana can give the impression of having acuminate leaf apices (Holyoak 2006). Also the habitat can help the distinction, since D. lamyana is an aquatic moss whereas C. heteromalla is an aerial epiphytic moss. So, in conclusion the two taxa are easily separated."
85841515,Entosthodon mouretii,PLANTAE,BRYOPHYTA,BRYOPSIDA,FUNARIALES,FUNARIACEAE,Entosthodon,mouretii,,,,,(Corb.) Jelenc,The species of this genus is difficult to identify as the species' features are variable across its range.
39195,Marsupella profunda,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,GYMNOMITRIACEAE,Marsupella,profunda,,,,,Lindb.,"Massupella profunda is related to M. sprucei (Limpr.) Bernet and frequently grows in mixed stands with this more widespread species. The two species are very difficult to distinguish morphologically, however it is genetically distinct from other British Marsupella spp. (Bell et al. 2013). It is found at relatively low elevations when compared with other species in sect. Ustulatae Müll. Frib. ex R.M. Schust."
85850821,Hedwigia striata,PLANTAE,BRYOPHYTA,BRYOPSIDA,HEDWIGIALES,HEDWIGIACEAE,Hedwigia,striata,,,,,(Wilson ex Hook.) John Whitehead &amp; J.Fergusson ex Hobk. &amp; Porritt,"A recent study by Buchbender et al. (2014), incorporating molecular analysis reinstated Hedwigia striata as a distinct species."
87540862,Codonoblepharon forsteri,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,Codonoblepharon,forsteri,,,,,(Dicks. ex With.) Goffinet,Codonoblepharon forsteri is an easily distinguished moss. The only taxonomic problem is related to the addition of the species to the genera Zygodon or Codonoblepharon.
84534627,Acaulon mediterraneum,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Acaulon,mediterraneum,,,,,Limpr.,"This taxon is considered by some authors as synonymous with Acaulon muticum (Hedw.) Müll. Hal. (for example, Corley et al. 1981) or as a variety of this species (A. muticum var. mediterraneum (Limpr.) (Sérgio 1972). According to Guerra et al. (2002, 2006) after studying numerous populations of this taxon from the Mediterranean Region, it is considered a good species, characterized by echinate spores and perichaetial leaves that present entire apex, although it is obviously very close to A. muticum, with which it might possibly hybridize."
87486156,Biantheridion undulifolium,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,ANASTROPHYLLACEAE,Biantheridion,undulifolium,,,,,(Nees) Konstant. &amp; Vilnet,""
83659796,Andreaea frigida,PLANTAE,BRYOPHYTA,ANDREAEOPSIDA,ANDREAEALES,ANDREAEACEAE,Andreaea,frigida,,,,,Huebener,""
83658361,Anthoceros agrestis,PLANTAE,ANTHOCEROTOPHYTA,ANTHOCEROTOPSIDA,ANTHOCEROTALES,ANTHOCEROTACEAE,Anthoceros,agrestis,,,,,Paton,""
85845927,Schistidium flaccidum,PLANTAE,BRYOPHYTA,BRYOPSIDA,GRIMMIALES,GRIMMIACEAE,Schistidium,flaccidum,,,,,(De Not.) Ochyra,""
87539052,Phaeoceros carolinianus,PLANTAE,ANTHOCEROTOPHYTA,ANTHOCEROTOPSIDA,NOTOTHYLADALES,NOTOTHYLADACEAE,Phaeoceros,carolinianus,,,,,(Michx.) Prosk.,""
87540926,Zygodon gracilis,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,Zygodon,gracilis,,,,,Wilson,""
87541043,Pallavicinia lyellii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PALLAVICINIALES,PALLAVICINIACEAE,Pallavicinia,lyellii,,,,,(Hook.) Gray,""
87543575,Porella arboris-vitae,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,PORELLACEAE,Porella,arboris-vitae,,,,,(With.) Grolle,""
84534637,Acaulon muticum,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Acaulon,muticum,,,,,(Schreb. ex Hedw.) Müll.Hal.,""
87564146,Tortula leucostoma,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Tortula,leucostoma,,,,,(R. Br.) Hook. &amp; Grev.,""
87530955,Trichocolea tomentella,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,TRICHOCOLEACEAE,Trichocolea,tomentella,,,,,(Ehrh.) Dumort.,""
87495500,Geocalyx graveolens,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,GEOCALYCACEAE,Geocalyx,graveolens,,,,,(Schrad.) Nees,""
87496758,Marsupella condensata,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,GYMNOMITRIACEAE,Marsupella,condensata,,,,,(Ångstr. ex C. Hartm.) Lindb. ex Kaal.,""
87578580,Heterogemma capitata,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,Heterogemma,capitata,,,,,(Hook.) Konstant. &amp; Vilnet,""
87466181,Myrinia pulvinata,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,MYRINIACEAE,Myrinia,pulvinata,,,,,(Wahlenb.) Schimp.,""
87524924,Scapania lingulata,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,SCAPANIACEAE,Scapania,lingulata,,,,,H. Buch,""
87569778,Splachnum ampullaceum,PLANTAE,BRYOPHYTA,BRYOPSIDA,SPLACHNALES,SPLACHNACEAE,Splachnum,ampullaceum,,,,,Hedw.,""
84374792,Braunia imberbis,PLANTAE,BRYOPHYTA,BRYOPSIDA,HEDWIGIALES,HEDWIGIACEAE,Braunia,imberbis,,,,,(Sm.) N.Dalton &amp; D.G.Long,"As reported by Dalton et al. (2012), author of the new combination Braunia imberbis, a revision of the samples referred to this taxon would be needed. This would mostly be in very old collections (200 years old) and mostly outside Europe."
87560757,Gyroweisia reflexa,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Gyroweisia,reflexa,,,,,(Brid.) Schimp.,""
83659958,Philonotis calcarea,PLANTAE,BRYOPHYTA,BRYOPSIDA,BARTRAMIALES,BARTRAMIACEAE,Philonotis,calcarea,,,,,(Bruch &amp; Schimp.) Schimp.,""
83660106,Philonotis rigida,PLANTAE,BRYOPHYTA,BRYOPSIDA,BARTRAMIALES,BARTRAMIACEAE,Philonotis,rigida,,,,,Brid.,""
78662089,Mesoptychia gillmanii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,Mesoptychia,gillmanii,,,,,(Austin) L.Söderstr. &amp; Váňa,""
78662144,Mesoptychia rutheana,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,Mesoptychia,rutheana,,,,,(Limpr.) L.Söderstr. &amp; Váňa,"This species comprises two varieties, var. rutheana and var. laxa (Schiffn. ex Burrell) L.Söderstr. &amp; Váňa. DNA Barcoding suggests that var. laxa is more closely related to M. gillmanii and should be treated as a var. of that species (Bell et al. 2013)."
87541903,Polytrichastrum sexangulare,PLANTAE,BRYOPHYTA,POLYTRICHOPSIDA,POLYTRICHALES,POLYTRICHACEAE,Polytrichastrum,sexangulare,,,,,(Flörke ex Brid.) G.L. Sm.,""
78591292,Acrobolbus wilsonii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,ACROBOLBACEAE,Acrobolbus,wilsonii,,,,,Nees,""
84375825,Campyliadelphus elodes,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Campyliadelphus,elodes,,,,,(Lindb.) Kanda,""
84376261,Conardia compacta,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Conardia,compacta,,,,,(Drumm. ex Müll.Hal.) H.Rob.,""
86186454,Drepanocladus sendtneri,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Drepanocladus,sendtneri,,,,,(Schimp.) Warnst.,""
83659772,Andreaea sinuosa,PLANTAE,BRYOPHYTA,ANDREAEOPSIDA,ANDREAEALES,ANDREAEACEAE,Andreaea,sinuosa,,,,,B.M.Murray,""
83659989,Philonotis cernua,PLANTAE,BRYOPHYTA,BRYOPSIDA,BARTRAMIALES,BARTRAMIACEAE,Philonotis,cernua,,,,,(Wilson) D.G.Griffin &amp; W.R.Buck,""
83660098,Philonotis marchica,PLANTAE,BRYOPHYTA,BRYOPSIDA,BARTRAMIALES,BARTRAMIACEAE,Philonotis,marchica,,,,,(Hedw.) Brid.,""
83662242,Bryum calophyllum,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,calophyllum,,,,,R. Br.,""
83662266,Bryum dixonii,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,dixonii,,,,,Cardot,"Molecular analysis has shown a separation of this species into two closely-related species (Bell et al. 2013), however further work is required to resolve this."
83662270,Bryum dyffrynense,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,dyffrynense,,,,,Holyoak,""
83662419,Bryum knowltonii,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,knowltonii,,,,,Barnes,""
83662499,Bryum marratii,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,marratii,,,,,Hook. &amp; Wilson,""
83662891,Bryum riparium,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,riparium,,,,,I.Hagen,""
83663258,Bryum turbinatum,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,turbinatum,,,,,(Hedw.) Turner,""
83663482,Bryum warneum,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,warneum,,,,,(Röhl.) Brid.,""
84254812,Ptychostomum cernuum,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Ptychostomum,cernuum,,,,,(Hedw.) Hornsch.,""
84254944,Ptychostomum demissum,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Ptychostomum,demissum,,,,,(Hook.) Holyoak &amp; N.Pedersen,""
86484012,Hamatocaulis vernicosus,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,CALLIERGONACEAE,Hamatocaulis,vernicosus,,,,,(Mitt.) Hedenäs,"In a molecular study Hedenäs and Eldenäs (2007) found two apparently cryptic species, one widespread in Europe and detected also from Minnesota (USA), the other occurring only south of the boreal zone in Europe, and also in Peru and northern Siberia (Blockeel et al. 2014)."
87574513,Cephaloziella nicholsonii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIELLACEAE,Cephaloziella,nicholsonii,,,,,Douin,""
84342750,Ceratodon conicus,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,Ceratodon,conicus,,,,,(Hampe) Lindb.,""
39163,Ditrichum cornubicum,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,Ditrichum,cornubicum,,,,,Paton,""
84765678,Ditrichum plumbicola,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,Ditrichum,plumbicola,,,,,Crundw.,""
87580415,Ephemerum cohaerens,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,EPHEMERACEAE,Ephemerum,cohaerens,,,,,(Hedw.) Hampe,""
87580464,Ephemerum crassinervium,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,EPHEMERACEAE,Ephemerum,crassinervium,,,,,(Schwägr.) Hampe,""
87580552,Ephemerum recurvifolium,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,EPHEMERACEAE,Ephemerum,recurvifolium,,,,,(Dicks.) Boulay,""
87575330,Micromitrium tenerum,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,EPHEMERACEAE,Micromitrium,tenerum,,,,,(Bruch &amp; Schimp.) Crosby,""
84768359,Fissidens rivularis,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,FISSIDENTACEAE,Fissidens,rivularis,,,,,(Spruce) Schimp.,""
85841525,Entosthodon muhlenbergii,PLANTAE,BRYOPHYTA,BRYOPSIDA,FUNARIALES,FUNARIACEAE,Entosthodon,muhlenbergii,,,,,(Turner) Fife,""
85841752,Physcomitrium eurystomum,PLANTAE,BRYOPHYTA,BRYOPSIDA,FUNARIALES,FUNARIACEAE,Physcomitrium,eurystomum,,,,,Sendtn.,""
86186380,Physcomitrium sphaericum,PLANTAE,BRYOPHYTA,BRYOPSIDA,FUNARIALES,FUNARIACEAE,Physcomitrium,sphaericum,,,,,(C.F.Ludw.) Fürnr.,""
85842468,Grimmia crinita,PLANTAE,BRYOPHYTA,BRYOPSIDA,GRIMMIALES,GRIMMIACEAE,Grimmia,crinita,,,,,Brid.,""
85844243,Racomitrium himalayanum,PLANTAE,BRYOPHYTA,BRYOPSIDA,GRIMMIALES,GRIMMIACEAE,Racomitrium,himalayanum,,,,,(Mitt.) A.Jaeger,"Racomitrium has been split into four genera by some authors (e.g., Flora of North America Editorial Committee 2007), but molecular work does not support this (e.g., Larrain et al. 2013)."
87497016,Marsupella stableri,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,GYMNOMITRIACEAE,Marsupella,stableri,,,,,Spruce,""
86500402,Helodium blandowii,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HELODIACEAE,Helodium,blandowii,,,,,(F.Weber &amp; D.Mohr) Warnst.,""
39196,Herbertus borealis,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,Herbertus,borealis,,,,,Crundw.,"DNA barcoding studies have shown that H. borealis is a Scottish endemic, and Norwegian plants that were previously considered to be this species have been transferred to H. norenus (Bell et al. 2012, Bell and Long 2012). Suggestions that H. borealis is synonymous with the African and Azorean H. dicranus (Taylor) Trevis. (Hodgetts 2003) or the Asian H. delavayi (Feldberg and Heinrichs 2005, Hill et al. 2008), have not been confirmed by these DNA studies."
87497585,Herbertus hutchinsiae,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,Herbertus,hutchinsiae,,,,,(Gottsche &amp; Rabenh.) A. Evans,"This species was previously (Hill et al. 2008) regarded as a subspecies of H. aduncus (Dicks.) Gray, but molecular research (Bell et al. 2012) has shown that it is not closely related to that species, and that recognition at specific level is more appropriate."
87461133,Hageniella micans,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,Hageniella,micans,,,,,(Mitt.) B.C.Tan &amp; Y.Jia,""
87462973,Hypnum imponens,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,Hypnum,imponens,,,,,Hedw.,""
78662054,Mesoptychia fitzgeraldiae,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,Mesoptychia,fitzgeraldiae,,,,,(Paton &amp; A.R.Perry) L.Söderstr. &amp; Váňa,""
87578544,Protolophozia herzogiana,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,Protolophozia,herzogiana,,,,,(E.A. Hodgs. &amp; Grolle) Váňa &amp; L. Söderstr.,""
87498039,Bazzania pearsonii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,Bazzania,pearsonii,,,,,Stephani,""
84829830,Campylopus subporodictyon,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,LEUCOBRYACEAE,Campylopus,subporodictyon,,,,,(Broth.) B.H.Allen &amp; Ireland,""
87521669,Mastigophora woodsii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,MASTIGOPHORACEAE,Mastigophora,woodsii,,,,,(Hook.) Nees,""
84315851,Mielichhoferia elongata,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Mielichhoferia,elongata,,,,,(Hoppe &amp; Hornsch.) Nees &amp; Hornsch.,""
84316108,Mielichhoferia mielichhoferiana,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Mielichhoferia,mielichhoferiana,,,,,(Funck) Loeske,""
39191,Thamnobryum angustifolium,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,NECKERACEAE,Thamnobryum,angustifolium,,,,,(Holt) Crundw.,"Thamnobryum angustifolium was discovered in Derbyshire by G.A. Holt in 1883, where it still  occurs. The Cumbria site was discovered in 2008 by M. Lawley. There has been much discussion about the nature of this species. Furness and Gilbert (1980) showed that it maintains its characters distinct from T. alopecurum in culture. There are at least three distinct morphological features that distinguish this species from T. alopecurum. Hodgetts and Blockeel (1992) considered that it is more closely related to T. cataractarum and the Madeiran T. fernandesii than to T. alopecurum.However, more recent molecular work by Olsson et al. (2009) suggests that, while T. angustifolium is undoubtedly a distinct entity morphologically, colonies of this plant (and of other narrowly endemic Thamnobryum species) may originate from the surrounding subpopulations of T. alopecurum. In this case, the two subpopulations of T. angustifolium are independently derived from local T. alopecurum, and have evolved convergently in response to the rheophilous habitat (Blockeel et al. 2014).F. Rumsey (pers. comm. 2016) comments, ""My view is that if T. angustifolium and T. cataractarum are retained [as species] then the material from the River Eden also needs to be given the same rank. Each represent local variations from T. alopecurum. To suggest that the Eden material is more similar genetically, etc. to the Cressbrookdale plant than it is to local T. alopecurum, or to T. cataractarum is I believe wrong.""."
87467834,Thamnobryum cataractarum,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,NECKERACEAE,Thamnobryum,cataractarum,,,,,N.Hodgetts &amp; Blockeel,"Thamnobryum cataractarum was discovered in 1991 in Twisleton Glen, a locality well known for oceanic bryophytes (Hodgetts and Blockeel 1992). It is morphologically close to the Madeiran T. fernandesii.Olsson et al. (2009) used molecular techniques to suggest that, like T. angustifolium, T. cataractarum and T. fernandesii may both be independent local derivatives of T. alopecurum, evolving convergently in response to their habitat (Blockeel et al. 2014).F. Rumsey (pers. comm. 2016) commented, ""My view is that if T. angustifolium and T. cataractarum are retained [as species] then the material from by the R. Eden also needs to be given the same rank. Each represent local variations from T. alopecurum. To suggest that the Eden material is more similar genetically, etc. to the Cressbrookdale plant than it is to local T. alopecurum, or to T. cataractarum is I believe wrong."""
87567059,Orthodontium gracile,PLANTAE,BRYOPHYTA,BRYOPSIDA,RHIZOGONIALES,ORTHODONTIACEAE,Orthodontium,gracile,,,,,(Wilson) Schwägr. ex Bruch &amp; Schimp.,""
87521855,Plagiochila carringtonii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,PLAGIOCHILACEAE,Plagiochila,carringtonii,,,,,(Balf.) Grolle,""
84712837,Atrichum angustatum,PLANTAE,BRYOPHYTA,POLYTRICHOPSIDA,POLYTRICHALES,POLYTRICHACEAE,Atrichum,angustatum,,,,,(Brid.) Bruch &amp; Schimp.,""
85839319,Bryoerythrophyllum caledonicum,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Bryoerythrophyllum,caledonicum,,,,,D.G.Long,""
87560412,Didymodon glaucus,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Didymodon,glaucus,,,,,Ryan,""
87561639,Leptodontium flexifolium,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Leptodontium,flexifolium,,,,,(Dicks.) Hampe,"Leptodontium flexifolium is considered to be the Atlantic species, whilst L. styriacum is the continental species"
87561650,Leptodontium gemmascens,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Leptodontium,gemmascens,,,,,(Mitt.) Braithw.,""
87562368,Pottiopsis caespitosa,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Pottiopsis,caespitosa,,,,,(Bruch ex Brid.) Blockeel &amp; A.J.E. Sm.,This name includes Weissia tyrrhena and Trichostomum triumphans. Further taxonomic research is needed.
87562698,Scopelophila cataractae,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Scopelophila,cataractae,,,,,(Mitt.) Broth.,""
87566901,Weissia sterilis,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,Weissia,sterilis,,,,,W.E. Nicholson,Recent field work by R.V. Lansdown (reported as a pers. comm. in Blockeel et al. 2014) has revealed problems with its separation from W. longifolia. In the first year of growth it may produce capsules on unbranched shoots and is then largely indistinguishable from W. longifolia. Research is currently underway to determine the correct taxonomic position of this plant (Callaghan and Bell in prep.).
84374494,Campylostelium saxicola,PLANTAE,BRYOPHYTA,BRYOPSIDA,GRIMMIALES,PTYCHOMITRIACEAE,Campylostelium,saxicola,,,,,(F.Weber &amp; D.Mohr) Bruch &amp; Schimp.,""
87544389,Radula voluta,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,RADULACEAE,Radula,voluta,,,,,"Taylor ex Gottsche, Lindenb. &amp; Nees",""
87470370,Anastrophyllum alpinum,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,SCAPANIACEAE,Anastrophyllum,alpinum,,,,,Stephani,This species was distinguished from A. joergensenii by Long et al. (2006).
87470516,Anastrophyllum joergensenii,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,SCAPANIACEAE,Anastrophyllum,joergensenii,,,,,Schiffn.,This species was distinguished from A. alpinum by Long et al. (2006).
87525045,Scapania nimbosa,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,SCAPANIACEAE,Scapania,nimbosa,,,,,Taylor ex Lehm.,""
87525332,Scapania ornithopodioides,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,SCAPANIACEAE,Scapania,ornithopodioides,,,,,(With.) Waddell,""
86200201,Platyhypnum molle,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Platyhypnum,molle,,,,,(Dix. ex Hedw.) Loeske,""
86200234,Hygrohypnum styriacum,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Hygrohypnum,styriacum,,,,,(Limpr.) Broth.,""
86200238,Pseudohygrohypnum subeugyrium,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Pseudohygrohypnum,subeugyrium,,,,,(Renauld &amp; Cardot) Ignatov &amp; Ignatova,""
83659784,Andreaea blyttii,PLANTAE,BRYOPHYTA,ANDREAEOPSIDA,ANDREAEALES,ANDREAEACEAE,Andreaea,blyttii,,,,,Schimp.,""
83659401,Andreaea nivalis,PLANTAE,BRYOPHYTA,ANDREAEOPSIDA,ANDREAEALES,ANDREAEACEAE,Andreaea,nivalis,,,,,Hook.,""
87538842,Aneura mirabilis,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,Aneura,mirabilis,,,,,(Malmb.) Wickett &amp; B. Goffinet,""
86483667,Tomentypnum nitens,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,Tomentypnum,nitens,,,,,(Hedw.) Loeske,""
83662922,Bryum salinum,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,Bryum,salinum,,,,,I.Hagen ex Limpr.,"Bell et al. (2013) found that its status as a distinct species is supported by molecular data, although further studies are needed to confirm this (Blockeel et al. 2014)."
87492340,Odontoschisma francisci,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,Odontoschisma,francisci,,,,,(Hook.) L. Söderstr. &amp; Váňa,""
87492675,Cephaloziella elachista,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIELLACEAE,Cephaloziella,elachista,,,,,(J.B.Jack ex Gottsche &amp; Rabenh.) Schiffn.,The Cephaloziella genus includes some of the smallest liverworts and there are taxonomical problems with most species. A full revision of the genus is needed combining morphological and molecular methods.This species may be conspecific with C. spinigera as proposed by Müller (1912-1916). The taxa C. spinigera fo. spinigera earlier in some treatments was included in C. elachista and today is considered the hygrophytic form of C. spinigera.
