Main group,Taxon group,Scientific Name,Common name,Conservation action needed,Avoid negative impacts,Watching brief only,Link to Species Records on NBN Gateway,Threatened species,Legally protected species,S1 - on UKBAP list,S2 - Internatnl. Obligation,S3 - Rare in the UK (<16 10km sqs),S4 - <6 Scottish 10km sqs,S5 - >25% Scottish Decline,S6a - Endemic to Scotland,S6b - endemic sub-species/ race,Taxon Version Key,UKBAP Code
Non vascular plants,alga,Staurodesmus mucronatus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606732,
Non vascular plants,alga,Staurodesmus omearae,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606735,
Non vascular plants,alga,Staurodesmus phimus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606740,
Non vascular plants,alga,Staurodesmus spencerianus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606750,
Non vascular plants,alga,Staurodesmus subtriangularis,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606755,
Non vascular plants,alga,Staurodesmus triangularis,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606759,
Non vascular plants,alga,Staurodesmus tumidus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000606763,
Non vascular plants,alga,Staurodesmus validus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606764,
Non vascular plants,alga,Teilingia excavata,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607127,
Non vascular plants,alga,Xanthidium aculeatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000607501,
Non vascular plants,alga,Xanthidium bifidum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607517,
Non vascular plants,alga,Xanthidium brebissonii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607518,
Non vascular plants,alga,Xanthidium concinnum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607520,
Non vascular plants,alga,Xanthidium controversum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607523,
Non vascular plants,alga,Xanthidium cristatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607525,
Non vascular plants,alga,Xanthidium impar,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607533,
Non vascular plants,alga,Xanthidium robinsonianum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000607536,
Non vascular plants,alga,Xanthidium smithii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000607537,
Non vascular plants,alga,Xanthidium variabile,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000607546,
Non vascular plants,alga,Pseudoquadrigula britannica,a freshwater alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,Yes,-,NHMSYS0000605800,
Non vascular plants,alga,Batrachospermum gelatinosum forma spermatoinvolucrum,a freshwater red alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000600173,
Non vascular plants,alga,Sirodotia suecica,a freshwater red alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606182,
Non vascular plants,alga,Coelastropsis costata,an Alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601081,
Non vascular plants,alga,Gonatozygon aculeatum,an Alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000603176,
Non vascular plants,alga,Gonatozygon kinahanii,an Alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603183,
Non vascular plants,alga,Roya anglica,an alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000605962,
Fungi,fungus,Abortiporus biennis,Blushing Rosette,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001472726,
Fungi,fungus,Aleurodiscus wakefieldiae,Pink Disco,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000001293,
Fungi,fungus,Amanita nivalis,Mountain Grisette,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NHMSYS0001474465,
Fungi,fungus,Antrodia ramentacea,Honeycomb Crust,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001474714,
Fungi,fungus,Armillaria ectypa,Marsh Honey Fungus,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,Yes,-,-,-,BMSSYS0000020524,111
Fungi,fungus,Bankera fuligineoalba,Drab Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000021216,132
Fungi,fungus,Boletopsis perplexa,Black Falsebolete,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0019999408,148
Fungi,fungus,Cainiella johansonii,Mountain Avens Microdot,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001476460,
Fungi,fungus,Calocybe onychina,Lilac Domecap,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000162269,2112
Fungi,fungus,Camarophyllopsis atropuncta,Dotted Fanvault,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001476737,
Fungi,fungus,Camarophyllopsis foetens,Stinking Fanvault,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001476738,
Fungi,fungus,Camarophyllopsis micacea,Glittering Fanvault,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001476740,
Fungi,fungus,Camarophyllopsis schulzeri,Matt Fanvault,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,BMSSYS0000003195,
Fungi,fungus,Cantharellus ferruginascens,Pale Chanterelle,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NHMSYS0001476836,
Fungi,fungus,Cantharellus friesii,Orange Chanterelle,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001476837,2125
Fungi,fungus,Cantharellus melanoxeros,Blackening Chanterelle,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,BMSSYS0000003298,2126
Fungi,fungus,Chrysomphalina chrysophylla,Golden Navel,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001477451,
Fungi,fungus,Chrysomyxa empetri,Crowberry Rust,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001477455,
Fungi,fungus,Chrysomyxa pirolata,Wintergreen Rust,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0001477456,2172
Fungi,fungus,Clavaria incarnata,Skinny Club,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000020744,
Fungi,fungus,Clavaria purpurea,Purple Spindles,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020746,
Fungi,fungus,Collybia putilla,Pine Toughshank,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,BMSSYS0000004492,
Fungi,fungus,Coprinopsis ammophilae,Dune Inkcap,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0020061851,
Fungi,fungus,Cordyceps sphecocephala,Yellow Waspclub,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001479020,
Fungi,fungus,Cortinarius cyanites,Blushing Webcap,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000039286,
Fungi,fungus,Cortinarius laniger,Wooly Webcap,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000021627,
Fungi,fungus,Cortinarius limonius,Sunset Webcap,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NHMSYS0001479383,
Fungi,fungus,Cortinarius orellanus,Fool's Webcap,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039030,
Fungi,fungus,Cortinarius porphyropus,a Webcap fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001479438,
Fungi,fungus,Cortinarius rubicundulus,Ruddy Webcap,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NHMSYS0001479476,
Fungi,fungus,Cortinarius saginus,Cloaked Webcap,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NHMSYS0001479486,
Fungi,fungus,Crepidotus caspari,Pale Oysterling,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001479646,
Fungi,fungus,Cudonia circinans,Redleg Jellybaby,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000017172,
Fungi,fungus,Cudonia confusa,Cinnamon Jellybaby,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000017173,
Fungi,fungus,Cyathus stercoreus,Dung Bird's Nest,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001479946,
Fungi,fungus,Cystoderma cinnabarinum,Cinnabar Powdercap,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001480075,
Fungi,fungus,Cytidia salicina,Scarlet Splash,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000021104,
Fungi,fungus,Dacrymyces ovisporus,Pine Jellyspot,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000021339,
Fungi,fungus,Dacryobolus sudans,Weeping Toothcrust,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000021144,
Fungi,fungus,Dendrocollybia racemosa,Branched Shanklet,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001480441,
Fungi,fungus,Encoelia glauca,Green Hazelcup,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000017319,
Fungi,fungus,Entoloma aethiops,Black Pinkgill,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001481452,
Fungi,fungus,Entoloma bloxamii,Big Blue Pinkgill,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0001481464,2245
Fungi,fungus,Entoloma excentricum var. excentricum,Excentric Pinkgill,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0019999558,
Fungi,fungus,Entoloma indutoides,Rubygrey Pinkgill,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001481571,
Fungi,fungus,Entoloma tjallingiorum,Hairy Pinkgill,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001481687,
Fungi,fungus,Erastia salmonicolor,Salmon Bracket,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NHMSYS0020061917,
Fungi,fungus,Exobasidium expansum,Northern Bilberry Redleaf,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000162253,
Fungi,fungus,Exobasidium juelianum,Dwarfing Redleaf,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,BMSSYS0000006728,
Fungi,fungus,Exobasidium sydowianum,Bearberry Redleaf,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,BMSSYS0000006731,
Fungi,fungus,Fayodia bisphaerigera,Slender Navel,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001482164,
Fungi,fungus,Flammulaster limulatus var. litus,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000006830,
Fungi,fungus,Galerina harrisonii,a Mossbell fungus,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,BMSSYS0000007073,
Fungi,fungus,Geastrum fornicatum,Arched Earthstar,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001482827,
Fungi,fungus,Geastrum triplex,Collared Earthstar,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000041480,
Fungi,fungus,Geoglossum atropurpureum,Dark-purple Earthtongue,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0001482868,2290
Fungi,fungus,Geoglossum elongatum,Elongate Earthtongue,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000017337,
Fungi,fungus,Geoglossum starbaeckii,Star Earthtongue,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000017343,
Fungi,fungus,Gloeophyllum odoratum,Anise Mazegill,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020920,
Fungi,fungus,Gloeoporus dichrous,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020923,
Fungi,fungus,Guepinia helvelloides,Salmon Salad,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,BMSSYS0000007459,
Fungi,fungus,Gyromitra leucoxantha,Fishtail Cup,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,BMSSYS0000007557,
Fungi,fungus,Helvella leucomelaena,Sooty Cup,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000019584,
Fungi,fungus,Hohenbuehelia culmicola,Marram Oyster,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001484124,2338
Fungi,fungus,Hydnellum aurantiacum,Orange Tooth,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,-,-,-,-,NBNSYS0000021223,368
Fungi,fungus,Hydnellum caeruleum,Blue Tooth,Yes,-,-,NBN map,NT,-,Yes,-,Yes,-,-,-,-,NBNSYS0000021224,369
Fungi,fungus,Hydnellum concrescens,Zoned Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000021225,370
Fungi,fungus,Hydnellum ferrugineum,Mealy Tooth,Yes,-,-,NBN map,NT,-,Yes,-,Yes,-,-,-,-,NBNSYS0000021226,371
Fungi,fungus,Hydnellum peckii,Devil's Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000021227,372
Fungi,fungus,Hydnellum scrobiculatum,Ridged Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000021228,373
Fungi,fungus,Hydnellum spongiosipes,Velvet Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,Yes,-,-,-,NBNSYS0000021229,374
Fungi,fungus,Hygrocybe calciphila,Limestone Waxcap,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000039297,
Fungi,fungus,Hygrocybe lilacina,Lilac Waxcap,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001484485,
Fungi,fungus,Hygrocybe spadicea,Date Waxcap,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000038257,383
Fungi,fungus,Hygrocybe xanthochroa,Alpine Waxcap,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001484541,
Fungi,fungus,Hygrophorus camarophyllus,Arched Woodwax,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000038491,
Fungi,fungus,Hygrophorus nemoreus,Oak Woodwax,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001484650,
Fungi,fungus,Hypocreopsis rhododendri,Hazel Gloves,-,-,Yes,NBN map,NT,-,Yes,-,Yes,-,-,-,-,NBNSYS0000017999,387
Fungi,fungus,Hypsizygus ulmarius,Elm Leech,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001485149,
Fungi,fungus,Inonotus nodulosus,a bracket fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020985,
Fungi,fungus,Kuehneromyces lignicola,Conifer Woodtuft,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000009137,
Fungi,fungus,Laccaria maritima,Sand Deceiver,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NHMSYS0001485741,
Fungi,fungus,Lactarius musteus,Pine Milkcap,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000038567,
Fungi,fungus,Lactarius resimus,Rollrim Milkcap,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001486079,
Fungi,fungus,Lasiobotrys lonicerae,Honeysuckle Rash,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000016145,
Fungi,fungus,Leccinum salicola,Willow Bolete,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001486544,
Fungi,fungus,Leccinum vulpinum,Foxy Bolete,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000038755,
Fungi,fungus,Lentinellus ursinus,Bear Cockleshell,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000020571,
Fungi,fungus,Leucocortinarius bulbiger,White Webcap,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000038339,
Fungi,fungus,Loreleia marchantiae,Liverwort Navel,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001488582,
Fungi,fungus,Lycoperdon caudatum,Pedicel Puffball,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000041943,
Fungi,fungus,Marasmius hudsonii,Holly Parachute,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001488905,
Fungi,fungus,Melanoleuca schumacheri,Clouded Cavalier,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000020535,
Fungi,fungus,Microglossum olivaceum,Olive Earthtongue,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000017521,454
Fungi,fungus,Milesina whitei,Shield-fern Rust,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000021803,
Fungi,fungus,Mycena aurantiomarginata,Golden Edge Bonnet,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001490037,
Fungi,fungus,Mycena picta,Cryptic Bonnet,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000151931,
Fungi,fungus,Mycena septentrionalis,Pelargonium Bonnet,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001490258,
Fungi,fungus,Mycena urania,Violet Bonnet,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000162276,
Fungi,fungus,Nyssopsora echinata,Spignel Rust,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000021805,2460
Fungi,fungus,Octavianina asterosperma,Chalky False Truffle,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000012168,
Fungi,fungus,Ombrophila violacea,Violet Jellydisc,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,BMSSYS0000020538,
Fungi,fungus,Omphalina galericolor var. galericolor,Dune Navel,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0019999791,
Fungi,fungus,Otidea cantharella,Cupped Ear,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001491550,
Fungi,fungus,Otidea phlebophora,Veined Ear,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001491558,
Fungi,fungus,Phellodon confluens,Fused Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,Yes,-,-,-,NBNSYS0000021217,511
Fungi,fungus,Phellodon melaleucus,Grey Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0001493165,512
Fungi,fungus,Phellodon niger,Black Tooth,-,-,Yes,NBN map,-,-,Yes,-,Yes,-,-,-,-,NHMSYS0001493166,2497
Fungi,fungus,Phellodon tomentosus,Woolly Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000021220,513
Fungi,fungus,Phylloporus pelletieri,Golden-gilled Bolete,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,BMSSYS0000014230,2506
Fungi,fungus,Piptoporus quercinus,Oak Polypore,-,Yes,-,NBN map,-,WCA 1981,-,-,-,Yes,-,-,-,BMSSYS0000014509,174
Fungi,fungus,Plectania melastoma,Corona Cup,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001493959,
Fungi,fungus,Pluteus pellitus,Ghost Shield,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001494261,
Fungi,fungus,Podosphaera volkartii,Mountain Avens Mildew,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0019999887,
Fungi,fungus,Polyporus umbellatus,Umbrella Polypore,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494526,
Fungi,fungus,Psathyrella caput-medusae,Medusa Brittlestem,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000038192,2536
Fungi,fungus,Pseudoplectania nigrella,Ebony Cup,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019736,
Fungi,fungus,Pterula caricis-pendulae,Pendulous Sedge Club,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020728,
Fungi,fungus,Puccinia clintonii,Lousewort Rust,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000021869,2542
Fungi,fungus,Puccinia eriophori,Deer Grass Rust,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495593,
Fungi,fungus,Puccinia moliniae,Purple Moorgrass Rust,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000155420,
Fungi,fungus,Puccinia septentrionalis,Alpine Rust,Yes,-,-,NBN map,-,-,Yes,-,Yes,-,-,-,-,NBNSYS0000021971,2545
Fungi,fungus,Pucciniastrum goodyerae,Creeping Ladies Tresses Rust,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,-,-,-,NHMSYS0001495782,
Fungi,fungus,Ramaria botrytis,Rosso Coral,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NHMSYS0001496039,
Fungi,fungus,Ramaria stricta,Upright Coral,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001496066,
Fungi,fungus,Ramariopsis crocea,Orange Coral,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020768,
Fungi,fungus,Rhodocybe gemina,Tan Pinkgill,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016343,
Fungi,fungus,Rickenella pseudogrisella,Blasia Mosscap,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001496460,
Fungi,fungus,Rimbachia arachnoidea,Spidery Mossear,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016403,
Fungi,fungus,Rimbachia bryophila,Veined Mossear,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000038492,
Fungi,fungus,Ripartites tricholoma,Bearded Seamine,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001496516,
Fungi,fungus,Russula aurantiaca,a Brittlegill fungus,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496638,
Fungi,fungus,Russula aurea,Gilded Brittlegill,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496639,
Fungi,fungus,Russula badia,Burning Brittlegill,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000038190,
Fungi,fungus,Russula intermedia,Intermediate Brittlegill,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001496779,
Fungi,fungus,Russula laccata,Willow Brittlegill,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000037924,
Fungi,fungus,Russula lilacea,Lilac Brittlegill,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000038102,
Fungi,fungus,Russula minutula,Minute Brittlegill,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000038461,
Fungi,fungus,Russula pelargonia,Pelargonium Brittlegill,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000038951,
Fungi,fungus,Russula raoultii,Pallid Brittlegill,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496865,
Fungi,fungus,Russula rutila,Ruddy Brittlegill,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039029,
Fungi,fungus,Russula solaris,Sunny Brittlegill,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000037718,
Fungi,fungus,Sarcodon glaucopus,Greenfoot Tooth,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000189462,557
Fungi,fungus,Sarcodon scabrosus,Bitter Tooth,Yes,-,-,NBN map,NT,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000021236,559
Fungi,fungus,Sarcodon squamosus,Scaly Tooth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,BMSSYS0000016677,558
Fungi,fungus,Sarcoscypha coccinea,Scarlet Elf Cup,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001497079,
Fungi,fungus,Scytinostroma portentosum,Mothball Crust,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000020543,
Fungi,fungus,Squamanita paradoxa,Powdercap Strangler,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000017806,
Fungi,fungus,Squamanita pearsonii,Strathy Strangler,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,BMSSYS0000017807,
Fungi,fungus,Stagnicola perplexa,Puzzling Rootshank,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,BMSSYS0000017840,
Fungi,fungus,Stereopsis vitellina,Roothole Rosette,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000021121,
